,Weight
KNN_pendigits_FOLD4,0.0909531369023
SVM_pendigits_FOLD4,0.0925259981534
SVM_pendigits_FOLD3,0.0908071852992
SVM_pendigits_FOLD2,0.0922125257448
SVM_pendigits_FOLD1,0.0914314842672
SVM_pendigits_FOLD0,0.0920550037369
MLP_pendigits_FOLD2,0.0
MLP_pendigits_FOLD3,0.0
MLP_pendigits_FOLD0,0.086342645135
MLP_pendigits_FOLD1,0.0
MLP_pendigits_FOLD4,0.0
KNN_pendigits_FOLD0,0.0912630934177
KNN_pendigits_FOLD1,0.0912641405886
KNN_pendigits_FOLD2,0.0889420716581
KNN_pendigits_FOLD3,0.0922027150968
GaussianNB_pendigits_FOLD3,0.0
GaussianNB_pendigits_FOLD2,0.0
GaussianNB_pendigits_FOLD1,0.0
GaussianNB_pendigits_FOLD0,0.0
GaussianNB_pendigits_FOLD4,0.0
LR_pendigits_FOLD4,0.0
LR_pendigits_FOLD0,0.0
LR_pendigits_FOLD1,0.0
LR_pendigits_FOLD2,0.0
LR_pendigits_FOLD3,0.0
Decision_Tree_pendigits_FOLD0,0.0
Decision_Tree_pendigits_FOLD1,0.0
Decision_Tree_pendigits_FOLD2,0.0
Decision_Tree_pendigits_FOLD3,0.0
Decision_Tree_pendigits_FOLD4,0.0
