,Weight
F1,0.053732713641
MCC,0.142857142857
Cohen Kappa,0.627285360554
Precision(Macro),0.0350106016346
Hamming Loss,0.0463274977784
Recall(Macro),0.0484591857565
Accuracy,0.0463274977784
