,Weight
SVM_waveform_noise_FOLD3,0.0
SVM_waveform_noise_FOLD2,0.0715462681984
SVM_waveform_noise_FOLD1,0.0713624183237
SVM_waveform_noise_FOLD0,0.0714235481412
SVM_waveform_noise_FOLD4,0.0713035065573
KNN_waveform_noise_FOLD4,0.0
KNN_waveform_noise_FOLD2,0.071388008968
KNN_waveform_noise_FOLD3,0.0
KNN_waveform_noise_FOLD0,0.0
KNN_waveform_noise_FOLD1,0.0
MLP_waveform_noise_FOLD4,0.0
MLP_waveform_noise_FOLD0,0.0715172906928
MLP_waveform_noise_FOLD1,0.0714480945601
MLP_waveform_noise_FOLD2,0.0715284674154
MLP_waveform_noise_FOLD3,0.0715494024796
GaussianNB_waveform_noise_FOLD3,0.0
GaussianNB_waveform_noise_FOLD2,0.0
GaussianNB_waveform_noise_FOLD1,0.0
GaussianNB_waveform_noise_FOLD0,0.0
GaussianNB_waveform_noise_FOLD4,0.0
LR_waveform_noise_FOLD4,0.0713673084283
LR_waveform_noise_FOLD2,0.0714357827314
LR_waveform_noise_FOLD3,0.0713767391579
LR_waveform_noise_FOLD0,0.0713879676403
LR_waveform_noise_FOLD1,0.0713651967056
Decision_Tree_waveform_noise_FOLD2,0.0
Decision_Tree_waveform_noise_FOLD3,0.0
Decision_Tree_waveform_noise_FOLD0,0.0
Decision_Tree_waveform_noise_FOLD1,0.0
Decision_Tree_waveform_noise_FOLD4,0.0
