,Weight
LR_breast_cancer_FOLD1,0.0414022184083
LR_breast_cancer_FOLD0,0.0
LR_breast_cancer_FOLD3,0.0681279566488
LR_breast_cancer_FOLD2,0.0616761332613
LR_breast_cancer_FOLD4,0.0219086038389
KNN_breast_cancer_FOLD4,0.0593751233255
KNN_breast_cancer_FOLD1,0.0514708222232
KNN_breast_cancer_FOLD0,0.0369138498854
KNN_breast_cancer_FOLD3,0.0601067073923
KNN_breast_cancer_FOLD2,0.0586821718098
Decision_Tree_breast_cancer_FOLD4,0.0528905064842
Decision_Tree_breast_cancer_FOLD1,0.0528905064842
Decision_Tree_breast_cancer_FOLD0,0.0528905064842
Decision_Tree_breast_cancer_FOLD3,0.0528905064842
Decision_Tree_breast_cancer_FOLD2,0.0528905064842
GaussianNB_breast_cancer_FOLD4,0.0
GaussianNB_breast_cancer_FOLD2,0.0
GaussianNB_breast_cancer_FOLD3,0.0
GaussianNB_breast_cancer_FOLD0,0.0
GaussianNB_breast_cancer_FOLD1,0.0
MLP_breast_cancer_FOLD4,0.0
MLP_breast_cancer_FOLD3,0.0
MLP_breast_cancer_FOLD2,0.0
MLP_breast_cancer_FOLD1,0.0
MLP_breast_cancer_FOLD0,0.0
SVM_breast_cancer_FOLD4,0.0381897418114
SVM_breast_cancer_FOLD2,0.0433862831802
SVM_breast_cancer_FOLD3,0.0875460263096
SVM_breast_cancer_FOLD0,0.0433862831802
SVM_breast_cancer_FOLD1,0.0633755463044
