,Weight
LR_breast_cancer_FOLD1,0.0413208036236
LR_breast_cancer_FOLD0,0.0
LR_breast_cancer_FOLD3,0.0679939874283
LR_breast_cancer_FOLD2,0.0615548511342
LR_breast_cancer_FOLD4,0.0218655219864
KNN_breast_cancer_FOLD4,0.0592583659857
KNN_breast_cancer_FOLD1,0.0513696081803
KNN_breast_cancer_FOLD0,0.0368412611871
KNN_breast_cancer_FOLD3,0.0599885114397
KNN_breast_cancer_FOLD2,0.0585667771143
Decision_Tree_breast_cancer_FOLD4,0.052786500724
Decision_Tree_breast_cancer_FOLD1,0.052786500724
Decision_Tree_breast_cancer_FOLD0,0.052786500724
Decision_Tree_breast_cancer_FOLD3,0.052786500724
Decision_Tree_breast_cancer_FOLD2,0.052786500724
GaussianNB_breast_cancer_FOLD4,0.0
GaussianNB_breast_cancer_FOLD2,0.0
GaussianNB_breast_cancer_FOLD3,0.00196643532297
GaussianNB_breast_cancer_FOLD0,0.0
GaussianNB_breast_cancer_FOLD1,0.0
MLP_breast_cancer_FOLD4,0.0
MLP_breast_cancer_FOLD3,0.0
MLP_breast_cancer_FOLD2,0.0
MLP_breast_cancer_FOLD1,0.0
MLP_breast_cancer_FOLD0,0.0
SVM_breast_cancer_FOLD4,0.0381146441541
SVM_breast_cancer_FOLD2,0.0433009668604
SVM_breast_cancer_FOLD3,0.0873738727111
SVM_breast_cancer_FOLD0,0.0433009668604
SVM_breast_cancer_FOLD1,0.0632509223915
