,Weight
LR_breast_cancer_FOLD1,0.0587671364203
LR_breast_cancer_FOLD0,0.0
LR_breast_cancer_FOLD3,0.0597513820982
LR_breast_cancer_FOLD2,0.0593806921676
LR_breast_cancer_FOLD4,0.0580129741476
KNN_breast_cancer_FOLD4,0.0
KNN_breast_cancer_FOLD1,0.0577125874796
KNN_breast_cancer_FOLD0,0.0
KNN_breast_cancer_FOLD3,0.0579107148564
KNN_breast_cancer_FOLD2,0.0583644904611
Decision_Tree_breast_cancer_FOLD4,0.0
Decision_Tree_breast_cancer_FOLD1,0.0
Decision_Tree_breast_cancer_FOLD0,0.0
Decision_Tree_breast_cancer_FOLD3,0.0
Decision_Tree_breast_cancer_FOLD2,0.0
GaussianNB_breast_cancer_FOLD4,0.0589972198255
GaussianNB_breast_cancer_FOLD2,0.0590036110312
GaussianNB_breast_cancer_FOLD3,0.0588310484773
GaussianNB_breast_cancer_FOLD0,0.0581791454958
GaussianNB_breast_cancer_FOLD1,0.0586329211006
MLP_breast_cancer_FOLD4,0.0
MLP_breast_cancer_FOLD3,0.0
MLP_breast_cancer_FOLD2,0.0
MLP_breast_cancer_FOLD1,0.0
MLP_breast_cancer_FOLD0,0.0
SVM_breast_cancer_FOLD4,0.0587415715975
SVM_breast_cancer_FOLD2,0.0589205253571
SVM_breast_cancer_FOLD3,0.0602626785543
SVM_breast_cancer_FOLD0,0.0587415715975
SVM_breast_cancer_FOLD1,0.0597897293324
