,Weight
LR_breast_cancer_FOLD1,0.0345113611626
LR_breast_cancer_FOLD0,0.0320717325867
LR_breast_cancer_FOLD3,0.0350893654714
LR_breast_cancer_FOLD2,0.0348716755369
LR_breast_cancer_FOLD4,0.0340684747442
KNN_breast_cancer_FOLD4,0.0338432782603
KNN_breast_cancer_FOLD1,0.0338920708318
KNN_breast_cancer_FOLD0,0.0330175578192
KNN_breast_cancer_FOLD3,0.0340084223485
KNN_breast_cancer_FOLD2,0.0342749048545
Decision_Tree_breast_cancer_FOLD4,0.031366116937
Decision_Tree_breast_cancer_FOLD1,0.031366116937
Decision_Tree_breast_cancer_FOLD0,0.031366116937
Decision_Tree_breast_cancer_FOLD3,0.031366116937
Decision_Tree_breast_cancer_FOLD2,0.031366116937
GaussianNB_breast_cancer_FOLD4,0.034646479053
GaussianNB_breast_cancer_FOLD2,0.0346502323277
GaussianNB_breast_cancer_FOLD3,0.0345488939099
GaussianNB_breast_cancer_FOLD0,0.0341660598873
GaussianNB_breast_cancer_FOLD1,0.0344325423932
MLP_breast_cancer_FOLD4,0.0312460121456
MLP_breast_cancer_FOLD3,0.0333403394462
MLP_breast_cancer_FOLD2,0.031996667092
MLP_breast_cancer_FOLD1,0.0316588723661
MLP_breast_cancer_FOLD0,0.0287388246245
SVM_breast_cancer_FOLD4,0.0344963480637
SVM_breast_cancer_FOLD2,0.0346014397562
SVM_breast_cancer_FOLD3,0.03538962745
SVM_breast_cancer_FOLD0,0.0344963480637
SVM_breast_cancer_FOLD1,0.0351118851198
