,Weight
F1,0.00559916145103
MCC,0.142857142857
Cohen Kappa,0.828163985048
Precision(Macro),0.00846054984499
Hamming Loss,0.00540776253184
Recall(Macro),0.00410363573557
Accuracy,0.00540776253184
