,Weight
F1,0.00341708016575
MCC,0.065078283999
Cohen Kappa,0.364057008972
Precision(Macro),0.0155093864465
Hamming Loss,0.235276291051
Recall(Macro),0.00317894131319
Accuracy,0.313483008052
