,Weight
MLP_krkopt_FOLD3,1.0
MLP_krkopt_FOLD2,0.0
MLP_krkopt_FOLD1,0.0
MLP_krkopt_FOLD0,0.0
MLP_krkopt_FOLD4,0.0
KNN_krkopt_FOLD1,0.0
KNN_krkopt_FOLD0,0.0
KNN_krkopt_FOLD3,0.0
KNN_krkopt_FOLD2,0.0
KNN_krkopt_FOLD4,0.0
LR_krkopt_FOLD4,0.0
LR_krkopt_FOLD1,0.0
LR_krkopt_FOLD0,0.0
LR_krkopt_FOLD3,0.0
LR_krkopt_FOLD2,0.0
Decision_Tree_krkopt_FOLD4,0.0
Decision_Tree_krkopt_FOLD1,0.0
Decision_Tree_krkopt_FOLD0,0.0
Decision_Tree_krkopt_FOLD3,0.0
Decision_Tree_krkopt_FOLD2,0.0
SVM_krkopt_FOLD0,0.0
SVM_krkopt_FOLD1,0.0
SVM_krkopt_FOLD2,0.0
SVM_krkopt_FOLD3,0.0
SVM_krkopt_FOLD4,0.0
GaussianNB_krkopt_FOLD4,0.0
GaussianNB_krkopt_FOLD0,0.0
GaussianNB_krkopt_FOLD1,0.0
GaussianNB_krkopt_FOLD2,0.0
GaussianNB_krkopt_FOLD3,0.0
