,Weight
MLP_krkopt_FOLD3,0.0512535199109
MLP_krkopt_FOLD2,0.0510865325133
MLP_krkopt_FOLD1,0.0506487567818
MLP_krkopt_FOLD0,0.0497217185393
MLP_krkopt_FOLD4,0.0504524754788
KNN_krkopt_FOLD1,0.04668834241
KNN_krkopt_FOLD0,0.0465237143295
KNN_krkopt_FOLD3,0.0467151621429
KNN_krkopt_FOLD2,0.0463613982901
KNN_krkopt_FOLD4,0.0463361750893
LR_krkopt_FOLD4,0.0
LR_krkopt_FOLD1,0.018746129672
LR_krkopt_FOLD0,0.0
LR_krkopt_FOLD3,0.0
LR_krkopt_FOLD2,0.0
Decision_Tree_krkopt_FOLD4,0.0518298865125
Decision_Tree_krkopt_FOLD1,0.0517128414577
Decision_Tree_krkopt_FOLD0,0.0517098308227
Decision_Tree_krkopt_FOLD3,0.051839261522
Decision_Tree_krkopt_FOLD2,0.0522995440648
SVM_krkopt_FOLD0,0.0472377483891
SVM_krkopt_FOLD1,0.0472301527319
SVM_krkopt_FOLD2,0.0471860048981
SVM_krkopt_FOLD3,0.0472054164224
SVM_krkopt_FOLD4,0.047215388021
GaussianNB_krkopt_FOLD4,0.0
GaussianNB_krkopt_FOLD0,0.0
GaussianNB_krkopt_FOLD1,0.0
GaussianNB_krkopt_FOLD2,0.0
GaussianNB_krkopt_FOLD3,0.0
