,Weight
MLP_krkopt_FOLD3,0.0425138090561
MLP_krkopt_FOLD2,0.0425022388031
MLP_krkopt_FOLD1,0.0424025745181
MLP_krkopt_FOLD0,0.0421377019847
MLP_krkopt_FOLD4,0.0424816058542
KNN_krkopt_FOLD1,0.0405851822553
KNN_krkopt_FOLD0,0.0407510257529
KNN_krkopt_FOLD3,0.0407237415307
KNN_krkopt_FOLD2,0.040868209713
KNN_krkopt_FOLD4,0.0405626620841
LR_krkopt_FOLD4,0.0357244517853
LR_krkopt_FOLD1,0.0358011026859
LR_krkopt_FOLD0,0.0357033152211
LR_krkopt_FOLD3,0.0357922835415
LR_krkopt_FOLD2,0.0356654652596
Decision_Tree_krkopt_FOLD4,0.0340759195244
Decision_Tree_krkopt_FOLD1,0.0337520181543
Decision_Tree_krkopt_FOLD0,0.0334647030758
Decision_Tree_krkopt_FOLD3,0.0335302296887
Decision_Tree_krkopt_FOLD2,0.0341489746785
SVM_krkopt_FOLD0,0.041652543962
SVM_krkopt_FOLD1,0.0416587691346
SVM_krkopt_FOLD2,0.0417031448804
SVM_krkopt_FOLD3,0.0417730211575
SVM_krkopt_FOLD4,0.0417370330153
GaussianNB_krkopt_FOLD4,0.0
GaussianNB_krkopt_FOLD0,0.0
GaussianNB_krkopt_FOLD1,0.0282882726831
GaussianNB_krkopt_FOLD2,0.0
GaussianNB_krkopt_FOLD3,0.0
