,Weight
GaussianNB_statlog_satimage_FOLD3,0.0375170176815
Decision_Tree_statlog_satimage_FOLD4,0.036692375859
SVM_statlog_satimage_FOLD2,0.0400866709108
KNN_statlog_satimage_FOLD2,0.0396694946826
SVM_statlog_satimage_FOLD1,0.0401083886357
GaussianNB_statlog_satimage_FOLD0,0.0375367798967
GaussianNB_statlog_satimage_FOLD4,0.0374986638372
SVM_statlog_satimage_FOLD3,0.0400835809319
GaussianNB_statlog_satimage_FOLD2,0.0374851419314
GaussianNB_statlog_satimage_FOLD1,0.0375164407287
SVM_statlog_satimage_FOLD0,0.0401222101029
SVM_statlog_satimage_FOLD4,0.0401193452782
MLP_statlog_satimage_FOLD0,0.0385881292031
MLP_statlog_satimage_FOLD1,0.0387049550574
MLP_statlog_satimage_FOLD2,0.0385144788463
MLP_statlog_satimage_FOLD3,0.0385943398502
MLP_statlog_satimage_FOLD4,0.0385516392301
Decision_Tree_statlog_satimage_FOLD2,0.0365918855057
KNN_statlog_satimage_FOLD3,0.0397006169734
KNN_statlog_satimage_FOLD0,0.0396299222449
Decision_Tree_statlog_satimage_FOLD1,0.0372548937536
KNN_statlog_satimage_FOLD4,0.0395436583028
LR_statlog_satimage_FOLD2,0.0
LR_statlog_satimage_FOLD3,0.0
LR_statlog_satimage_FOLD0,0.0
LR_statlog_satimage_FOLD1,0.0
LR_statlog_satimage_FOLD4,0.0363376883981
Decision_Tree_statlog_satimage_FOLD3,0.0370043081482
Decision_Tree_statlog_satimage_FOLD0,0.0368529607125
KNN_statlog_satimage_FOLD1,0.0396944132975
