,Weight
F1,7.38405451676e-08
MCC,0.999991866609
Cohen Kappa,7.84687191764e-06
Precision(Macro),1.17537166509e-07
Hamming Loss,2.90724546899e-08
Recall(Macro),3.69963060867e-08
Accuracy,2.90724546899e-08
