,Weight
GaussianNB_statlog_satimage_FOLD3,0.0
Decision_Tree_statlog_satimage_FOLD4,0.0
SVM_statlog_satimage_FOLD2,0.0
KNN_statlog_satimage_FOLD2,0.0
SVM_statlog_satimage_FOLD1,0.0
GaussianNB_statlog_satimage_FOLD0,0.0
GaussianNB_statlog_satimage_FOLD4,0.0
SVM_statlog_satimage_FOLD3,0.0
GaussianNB_statlog_satimage_FOLD2,0.0
GaussianNB_statlog_satimage_FOLD1,0.0
SVM_statlog_satimage_FOLD0,0.0
SVM_statlog_satimage_FOLD4,0.0
MLP_statlog_satimage_FOLD0,0.0
MLP_statlog_satimage_FOLD1,0.0
MLP_statlog_satimage_FOLD2,0.0
MLP_statlog_satimage_FOLD3,0.0
MLP_statlog_satimage_FOLD4,0.0
Decision_Tree_statlog_satimage_FOLD2,0.0
KNN_statlog_satimage_FOLD3,0.0
KNN_statlog_satimage_FOLD0,0.0
Decision_Tree_statlog_satimage_FOLD1,0.0
KNN_statlog_satimage_FOLD4,0.0
LR_statlog_satimage_FOLD2,0.0
LR_statlog_satimage_FOLD3,0.0
LR_statlog_satimage_FOLD0,0.0
LR_statlog_satimage_FOLD1,0.0
LR_statlog_satimage_FOLD4,0.0
Decision_Tree_statlog_satimage_FOLD3,0.0
Decision_Tree_statlog_satimage_FOLD0,0.0
KNN_statlog_satimage_FOLD1,1.0
