,Weight
GaussianNB_statlog_satimage_FOLD3,0.0
Decision_Tree_statlog_satimage_FOLD4,0.0453915803322
SVM_statlog_satimage_FOLD2,0.0860887095429
KNN_statlog_satimage_FOLD2,0.0825338580122
SVM_statlog_satimage_FOLD1,0.0843222258864
GaussianNB_statlog_satimage_FOLD0,0.0
GaussianNB_statlog_satimage_FOLD4,0.0
SVM_statlog_satimage_FOLD3,0.0808312480722
GaussianNB_statlog_satimage_FOLD2,0.0
GaussianNB_statlog_satimage_FOLD1,0.0
SVM_statlog_satimage_FOLD0,0.0804515025358
SVM_statlog_satimage_FOLD4,0.0857488874133
MLP_statlog_satimage_FOLD0,0.0
MLP_statlog_satimage_FOLD1,0.0
MLP_statlog_satimage_FOLD2,0.0
MLP_statlog_satimage_FOLD3,0.0
MLP_statlog_satimage_FOLD4,0.0
Decision_Tree_statlog_satimage_FOLD2,0.03460171483
KNN_statlog_satimage_FOLD3,0.0835416431878
KNN_statlog_satimage_FOLD0,0.0835449188402
Decision_Tree_statlog_satimage_FOLD1,0.0404138769971
KNN_statlog_satimage_FOLD4,0.085661232244
LR_statlog_satimage_FOLD2,0.0
LR_statlog_satimage_FOLD3,0.0
LR_statlog_satimage_FOLD0,0.0
LR_statlog_satimage_FOLD1,0.0
LR_statlog_satimage_FOLD4,0.0
Decision_Tree_statlog_satimage_FOLD3,0.0
Decision_Tree_statlog_satimage_FOLD0,0.0402633975054
KNN_statlog_satimage_FOLD1,0.0866052046006
